               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  73,            0.017718,            0.007659,                   0,             0.99171,             0.98209,             0.99278,             0.73874,            0.021717,           0.0060985,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.017743,           0.0074718,                   0,              0.9885,             0.98363,             0.98952,             0.73528,             0.02166,            0.006563,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.018236,           0.0075462,                   0,              0.9879,             0.98512,             0.99176,             0.74238,            0.021782,           0.0064275,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.017684,           0.0074397,                   0,               0.994,             0.98619,             0.99324,             0.73639,            0.022343,           0.0065516,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.017916,           0.0076874,                   0,             0.99547,             0.98326,             0.98974,             0.74142,            0.021745,           0.0066186,                   0,            0.004984,            0.004984,            0.004984
                  78,             0.01784,           0.0074569,                   0,             0.98946,             0.98958,             0.99324,             0.73877,            0.021545,           0.0061784,                   0,            0.004918,            0.004918,            0.004918
                  79,            0.017256,            0.007474,                   0,             0.99103,             0.98787,             0.99273,             0.74321,            0.021687,            0.006393,                   0,            0.004852,            0.004852,            0.004852
                  80,              0.0173,           0.0073962,                   0,              0.9939,             0.98958,             0.99342,             0.73533,            0.021497,           0.0063773,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.017249,           0.0073641,                   0,             0.99104,              0.9895,             0.99395,             0.74548,            0.021763,           0.0061492,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.016737,           0.0074288,                   0,             0.99073,             0.98361,             0.99218,              0.7375,            0.021743,           0.0064208,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.016964,           0.0072775,                   0,             0.99218,             0.98512,             0.99236,             0.73985,            0.021586,           0.0063156,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.016926,           0.0073746,                   0,             0.99249,             0.98233,             0.98913,               0.743,             0.02167,           0.0062802,                   0,            0.004522,            0.004522,            0.004522
                  85,             0.01646,           0.0072216,                   0,             0.99369,              0.9851,             0.99311,             0.74638,            0.021618,           0.0064174,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.016717,           0.0071319,                   0,               0.991,              0.9861,              0.9921,             0.74231,            0.021736,           0.0064814,                   0,             0.00439,             0.00439,             0.00439
                  87,            0.016781,           0.0071164,                   0,             0.99103,             0.98608,             0.99213,             0.73966,            0.021629,           0.0064302,                   0,            0.004324,            0.004324,            0.004324
                  88,             0.01674,           0.0071154,                   0,             0.98941,              0.9881,             0.99161,             0.73705,            0.021648,             0.00634,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.016485,           0.0070377,                   0,             0.99345,             0.98065,             0.99154,             0.74052,            0.021241,           0.0064261,                   0,            0.004192,            0.004192,            0.004192
                  90,              0.0164,            0.007071,                   0,             0.99396,             0.98092,             0.99193,             0.74405,            0.021581,           0.0065258,                   0,            0.004126,            0.004126,            0.004126
