               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 123,            0.030114,            0.034567,           0.0073765,             0.95206,             0.96224,              0.9765,             0.66593,            0.029382,           0.0073753,           0.0046635,            0.001948,            0.001948,            0.001948
                 124,            0.030188,            0.034421,           0.0074344,             0.95356,             0.96134,             0.97684,             0.66457,            0.029333,            0.007398,           0.0046759,            0.001882,            0.001882,            0.001882
                 125,            0.030144,             0.03435,            0.007331,             0.95437,             0.96069,              0.9768,             0.66606,            0.029279,           0.0073927,           0.0046754,            0.001816,            0.001816,            0.001816
                 126,            0.029943,            0.034329,           0.0073728,             0.95596,             0.95767,             0.97652,             0.66503,            0.029251,           0.0073775,           0.0046761,             0.00175,             0.00175,             0.00175
                 127,            0.029856,            0.034017,           0.0072509,             0.95443,             0.95549,             0.97645,             0.66599,            0.029223,           0.0073706,           0.0046698,            0.001684,            0.001684,            0.001684
                 128,            0.029836,            0.034126,           0.0072468,             0.95476,             0.95423,             0.97434,             0.66552,            0.029204,           0.0073865,           0.0046667,            0.001618,            0.001618,            0.001618
                 129,            0.029807,            0.033896,            0.007301,             0.95116,             0.95755,             0.97406,              0.6673,            0.029171,           0.0073955,           0.0046547,            0.001552,            0.001552,            0.001552
                 130,            0.029833,            0.034379,           0.0073677,             0.95377,             0.95686,             0.97414,             0.66833,            0.029166,           0.0073744,           0.0046141,            0.001486,            0.001486,            0.001486
                 131,             0.02967,            0.033666,           0.0073813,             0.95524,             0.95709,             0.97465,              0.6673,            0.029175,            0.007359,           0.0045886,             0.00142,             0.00142,             0.00142
                 132,            0.029519,            0.033585,           0.0072937,             0.95526,             0.95671,              0.9758,             0.66813,            0.029143,           0.0073572,           0.0045856,            0.001354,            0.001354,            0.001354
                 133,             0.02961,            0.033745,           0.0072679,             0.95277,             0.95554,             0.97641,             0.66829,            0.029099,           0.0073512,            0.004598,            0.001288,            0.001288,            0.001288
                 134,            0.029529,            0.033725,           0.0072311,             0.95151,             0.95925,             0.97651,             0.66977,            0.029109,           0.0073582,           0.0045975,            0.001222,            0.001222,            0.001222
                 135,             0.02938,            0.033569,           0.0072454,             0.95203,             0.95677,             0.97651,             0.67057,            0.029132,           0.0073564,           0.0045913,            0.001156,            0.001156,            0.001156
                 136,            0.029384,             0.03401,           0.0071597,             0.95257,             0.95583,             0.97579,             0.66948,            0.029128,           0.0073626,           0.0045902,             0.00109,             0.00109,             0.00109
                 137,             0.02938,            0.033358,           0.0072684,             0.95423,             0.95338,              0.9759,             0.66873,            0.029101,           0.0073625,           0.0045924,            0.001024,            0.001024,            0.001024
                 138,            0.029152,            0.033149,           0.0071345,             0.95476,             0.95422,             0.97611,             0.66905,            0.029089,           0.0073523,           0.0045897,            0.000958,            0.000958,            0.000958
                 139,            0.029185,            0.033686,           0.0071853,             0.95495,             0.95572,             0.97671,             0.66934,            0.029075,           0.0073467,           0.0045798,            0.000892,            0.000892,            0.000892
                 140,            0.029105,            0.032952,           0.0072489,             0.95416,              0.9541,             0.97666,              0.6701,            0.029072,            0.007343,           0.0045712,            0.000826,            0.000826,            0.000826
                 141,            0.029132,            0.033162,           0.0072148,             0.95418,             0.95817,             0.97636,             0.66948,            0.029066,           0.0073554,           0.0045843,             0.00076,             0.00076,             0.00076
                 142,            0.028925,            0.033016,           0.0071104,             0.95326,             0.95909,             0.97663,             0.66984,            0.029062,           0.0073525,           0.0045833,            0.000694,            0.000694,            0.000694
                 143,             0.02893,             0.03276,           0.0070834,             0.95421,             0.95931,             0.97736,             0.67031,            0.029032,           0.0073563,           0.0045865,            0.000628,            0.000628,            0.000628
                 144,            0.028794,            0.032871,           0.0071227,             0.95566,             0.95902,             0.97723,             0.66975,            0.029019,           0.0073529,           0.0045832,            0.000562,            0.000562,            0.000562
                 145,            0.028711,            0.032969,           0.0071057,             0.95619,             0.95932,             0.97663,             0.66931,            0.029023,           0.0073514,           0.0045853,            0.000496,            0.000496,            0.000496
                 146,            0.028691,            0.032853,            0.007071,             0.95541,             0.96042,             0.97674,             0.67031,            0.029022,           0.0073505,            0.004588,             0.00043,             0.00043,             0.00043
                 147,            0.028672,            0.032939,           0.0070342,             0.95578,             0.95976,             0.97673,             0.67127,            0.029027,           0.0073568,            0.004594,            0.000364,            0.000364,            0.000364
                 148,             0.02869,            0.032597,           0.0070507,             0.95584,             0.95914,             0.97675,             0.67056,            0.029023,           0.0073567,           0.0045994,            0.000298,            0.000298,            0.000298
                 149,            0.028564,            0.032774,           0.0069952,             0.95553,             0.95927,             0.97669,              0.6701,            0.029024,           0.0073642,           0.0046008,            0.000232,            0.000232,            0.000232
